,segmented_mel_time_seconds
0,1.4371402
1,0.008842599999999479
2,0.0077353000000002226
3,0.008717400000000097
4,0.005479399999998691
5,0.011473600000000417
6,0.006710699999999292
7,0.010753400000000468
8,0.007826399999999012
9,0.007493000000000194
10,0.007817300000001026
11,0.007349400000000728
12,0.0059547000000002015
13,0.008512500000000145
14,0.007577200000000062
15,0.005229800000000395
16,0.008613699999999724
17,0.006964799999998661
18,0.009436700000000187
19,0.0053514999999997315
20,0.008496299999999124
21,0.007741799999999799
22,0.010675000000000878
23,0.00812460000000037
24,0.008814200000001549
25,0.006449400000001049
26,0.008169500000001051
27,0.005985400000000141
28,0.00900259999999875
29,0.013079899999999256
30,0.009891800000000117
31,0.0077566000000004465
32,0.009553900000000226
33,0.009467700000000079
34,0.005693700000000135
35,0.005137599999999409
36,0.011611300000000213
37,0.010352799999999718
38,0.005883000000000749
39,0.0061251000000002165
40,0.009243500000000182
41,0.005381700000000933
42,0.01016130000000004
43,0.008800799999999498
44,0.01018709999999956
45,0.007554499999999464
46,0.010269299999999149
47,0.008068599999999648
48,0.0074880999999997755
49,0.008590899999999735
50,0.006925000000000736
51,0.007654699999999792
52,0.008960399999999424
53,0.00823200000000135
54,0.006468800000000385
55,0.011584799999999618
56,0.00716459999999941
57,0.008837800000000229
58,0.005763100000001131
59,0.01511540000000089
60,0.007521800000001022
61,0.00919480000000128
62,0.007539000000001295
63,0.007507900000000234
64,0.005564500000000194
65,0.008493700000000715
66,0.006722599999999801
67,0.009124399999999255
68,0.006826100000001389
69,0.00960410000000067
70,0.007212199999999669
71,0.008704899999999682
72,0.011862800000001172
73,0.00977980000000045
74,0.01153339999999936
75,0.007467100000001281
76,0.01154750000000071
77,0.005831399999999931
78,0.008293200000000667
79,0.00849189999999922
80,0.010764499999998733
81,0.014508799999999766
82,0.008715399999999818
83,0.009516400000000758
84,0.006119200000000546
85,0.007803900000000752
86,0.00820189999999954
87,0.00865640000000134
88,0.00804710000000064
89,0.010407000000000721
90,0.005774000000000612
91,0.00897900000000007
92,0.006084500000000048
93,0.006262800000000013
94,0.007985400000000809
95,0.0104406000000008
96,0.008463600000000682
97,0.006303499999999573
98,0.007374300000000389
99,0.005522200000001476
100,0.008273500000001377
101,0.005434299999999226
102,0.0054021000000012975
103,0.007092000000000098
104,0.007152500000000117
105,0.007562300000000022
106,0.006395700000000559
107,0.008427999999998548
108,0.008512000000001407
109,0.00741410000000009
110,0.008069800000001237
111,0.008662500000001572
112,0.009184899999999274
113,0.00779370000000057
114,0.006463699999999406
115,0.009320600000000567
116,0.007433399999998258
117,0.00965159999999976
118,0.006357500000000016
119,0.010106399999999738
120,0.007876400000000672
121,0.008687400000001233
122,0.007799699999999632
123,0.010374300000000503
124,0.005284300000001352
125,0.0066541999999998325
126,0.008973700000000306
127,0.00964459999999967
128,0.0060040000000007865
129,0.006859900000000252
130,0.008566500000000588
131,0.006610699999999525
132,0.010774999999998869
133,0.005901599999999618
134,0.009685599999999184
135,0.005788100000000185
136,0.01269320000000107
137,0.007750800000000169
138,0.007862299999999323
139,0.011224699999999643
140,0.0077115000000009815
141,0.005528100000001146
142,0.007841000000000875
143,0.008926300000000609
144,0.007799999999999585
145,0.005780500000000188
146,0.0089484000000013
147,0.006149300000000579
148,0.010262599999999011
149,0.00698090000000029
150,0.010548199999998786
151,0.005629000000000772
152,0.009564000000001016
153,0.005870000000001596
154,0.008243000000000222
155,0.008712300000000894
156,0.009661600000001158
157,0.006338299999999464
158,0.00865140000000153
159,0.007753100000000401
160,0.007996200000000897
161,0.008262099999999606
162,0.008964299999998815
163,0.006483600000001033
164,0.0059237999999997015
165,0.008340699999999757
166,0.008914799999999445
167,0.007653200000000027
168,0.006909900000000135
169,0.008677800000000957
170,0.00683590000000045
171,0.008952999999999989
172,0.006006499999999804
173,0.009180999999999884
174,0.0065720999999996366
175,0.008542800000000739
176,0.007465399999999178
177,0.014402099999999862
178,0.013824899999999474
179,0.007381299999998703
180,0.009490400000000676
181,0.006126000000000076
182,0.011029900000000481
183,0.015413299999998742
184,0.0068360999999992345
185,0.00979329999999834
186,0.00944289999999981
187,0.008842500000000086
188,0.012915599999999472
189,0.007280299999999684
190,0.008651600000000315
191,0.006685099999998556
192,0.0056016000000003174
193,0.008522500000001543
194,0.005666399999999072
195,0.009353600000000739
196,0.006225800000001058
197,0.009553700000001442
198,0.007929400000000086
199,0.008462700000000822
200,0.006252999999999176
201,0.009745500000001073
202,0.005362800000000334
203,0.0091499000000006
204,0.006201700000000088
205,0.007398200000000799
206,0.008116300000001075
207,0.007808300000000656
208,0.008518499999999207
209,0.01163969999999992
210,0.006087400000000187
211,0.009053200000000317
212,0.0049098999999994675
213,0.004633000000000109
214,0.009789200000000164
215,0.006904399999999811
216,0.010095099999999135
217,0.0074217000000000866
218,0.009030100000000374
219,0.00566519999999926
220,0.008258999999998906
221,0.00706940000000067
222,0.012144600000000949
223,0.0061163999999998
224,0.008505900000001176
225,0.00712389999999985
226,0.00832809999999995
227,0.008107799999999443
228,0.009443299999999155
229,0.007538999999999518
230,0.010002800000000533
231,0.007708700000000235
232,0.008105000000000473
233,0.005376199999998832
234,0.00996459999999999
235,0.004760100000000378
236,0.00562780000000096
237,0.011404200000001197
238,0.010063900000000459
239,0.0076675999999995526
240,0.010358599999999996
241,0.005526899999999557
242,0.007017499999999899
243,0.008380700000000019
244,0.0052392000000001104
245,0.009454299999999805
246,0.004288899999998819
247,0.00818330000000067
248,0.00584550000000128
249,0.004847600000001506
250,0.008778699999998807
251,0.006506800000000368
252,0.009246899999999059
253,0.007784400000000247
254,0.007509100000000046
255,0.007244199999998813
256,0.007657299999999978
257,0.006833099999999703
258,0.006666900000000808
259,0.020706600000000464
260,0.005775099999999256
261,0.006075499999999678
262,0.01220979999999905
263,0.011150999999999911
264,0.008123700000000511
265,0.008830500000000185
266,0.0069406000000000745
267,0.007547399999999982
268,0.006905800000000184
269,0.009253499999999804
270,0.007198199999999488
271,0.009234599999999205
272,0.007450099999999793
273,0.008549200000000923
274,0.006312700000000504
275,0.006562199999999407
276,0.00812570000000079
277,0.006214500000000456
278,0.009291400000000394
279,0.01796020000000098
280,0.006487599999999816
281,0.0077307999999991495
282,0.005373300000000469
283,0.008335800000001115
284,0.010083599999999748
285,0.009665000000000035
286,0.005145599999998751
287,0.007562599999999975
288,0.005181900000000184
289,0.005347099999999827
290,0.010166699999999196
291,0.016679599999999795
292,0.007108899999998641
293,0.009697300000000908
294,0.007708199999999721
295,0.010869700000000648
296,0.009668899999999425
297,0.007406700000000654
298,0.0125327999999989
299,0.006239100000000164
300,0.01249650000000102
301,0.006596299999999999
302,0.009612200000001181
303,0.007499199999999817
304,0.010529799999998701
305,0.007586800000000338
306,0.007743399999998957
307,0.005439399999998429
308,0.010804300000000211
309,0.0102487
310,0.007876200000000111
311,0.010049600000000325
312,0.006991899999999163
313,0.009122599999999537
314,0.0058515000000003425
315,0.008607500000000101
316,0.007572500000000204
317,0.004856200000000754
318,0.01030519999999946
319,0.007286999999999821
320,0.008800600000000713
321,0.009612499999999358
322,0.007645899999999983
323,0.009946100000000513
324,0.007331199999999427
325,0.008481899999999598
326,0.005708099999999661
327,0.00599640000000079
328,0.00880289999999917
329,0.007372799999998847
330,0.011123999999998802
331,0.007946000000000453
332,0.00817520000000016
333,0.005446199999999735
334,0.009228600000000142
335,0.009167899999999563
336,0.009776099999999843
337,0.007871899999999599
338,0.01045660000000126
339,0.010326700000000244
340,0.0062248999999994226
341,0.013419000000000736
342,0.011187300000001343
343,0.005808699999999334
344,0.005313400000000357
345,0.01125030000000038
346,0.011034999999999684
347,0.006942299999998625
348,0.009919800000000478
349,0.006961499999999177
350,0.008609400000000988
351,0.006773799999999497
352,0.007325200000000365
353,0.008162099999999839
354,0.00582140000000031
355,0.010283599999999282
356,0.010071299999999894
357,0.005417399999998906
358,0.004619300000001658
359,0.00912910000000089
360,0.005433200000000582
361,0.00900180000000006
362,0.00497459999999883
363,0.005604799999998633
364,0.007239400000001339
365,0.005084399999999434
366,0.0051266999999999285
367,0.010592799999999514
368,0.006289100000000047
369,0.008506600000000475
370,0.0064027000000006495
371,0.006622999999999379
372,0.006638900000000447
373,0.005292400000000086
374,0.00912179999999907
375,0.007167400000000157
376,0.009403700000000015
377,0.006242600000000209
378,0.009520000000000195
379,0.007852000000001524
380,0.006898800000000094
381,0.005728300000001241
382,0.007033899999999704
383,0.008028099999998872
384,0.0060067000000003645
385,0.007501600000001218
386,0.007926099999998826
387,0.008840999999996768
388,0.00680550000000224
389,0.008657199999998255
390,0.006230299999998579
391,0.007632400000002093
392,0.0072043999999991115
393,0.007010999999998546
394,0.0067136000000012075
395,0.008752900000001063
396,0.009427199999997526
397,0.010584899999997788
398,0.009117499999998557
399,0.007954500000000309
400,0.006766299999998893
401,0.009258800000001344
402,0.006128000000000355
403,0.008898099999999687
404,0.00673360000000045
405,0.008552600000001576
406,0.005699499999998636
407,0.005510900000000873
408,0.00864079999999845
409,0.006468500000000432
410,0.01010310000000203
411,0.005783700000002057
412,0.006920099999998541
413,0.00707050000000109
414,0.006957299999999833
415,0.005159400000000147
416,0.00488019999999878
417,0.007944999999999425
418,0.00641729999999896
419,0.010944399999999632
420,0.005470099999996592
421,0.0073344000000012954
422,0.02333969999999752
423,0.006387300000000096
424,0.011597299999998256
425,0.009034799999998455
426,0.006635800000001524
427,0.011699399999997695
428,0.008501599999998888
429,0.011990799999999524
430,0.007266600000001233
431,0.008900100000001743
432,0.0068365999999997484
433,0.009983800000000542
434,0.005841700000001282
435,0.00801140000000089
436,0.005235100000000159
437,0.005665000000000475
438,0.007807600000003134
439,0.005693199999999621
440,0.009073300000000728
441,0.009486500000001286
442,0.009062400000001247
443,0.005810399999997884
444,0.00927599999999984
445,0.007169499999999829
446,0.010605399999999321
447,0.00693730000000059
448,0.008481100000000907
449,0.0055034999999996614
450,0.010201699999999647
451,0.008567200000001662
452,0.010677999999998633
453,0.015310799999998181
454,0.007112299999999294
455,0.009216999999999587
456,0.007146999999999792
457,0.008758699999997788
458,0.005530600000000163
459,0.006889699999998555
460,0.00994349999999855
461,0.008484599999999176
462,0.005042200000001884
463,0.005689499999999015
464,0.012549200000002259
465,0.009715199999998703
466,0.007063399999999831
467,0.008873099999998857
468,0.008524500000000046
469,0.01058670000000106
470,0.009622899999996548
471,0.006307499999998356
472,0.0052062999999975546
473,0.004796400000000034
474,0.008752599999997557
475,0.007247100000000728
476,0.008919999999999817
477,0.006778400000001739
478,0.01256880000000038
479,0.007975999999999317
480,0.005238599999998428
481,0.006599999999998829
482,0.00682520000000153
483,0.005667100000000147
484,0.009453199999999384
485,0.009098800000000296
486,0.009524700000000053
487,0.006793899999998132
488,0.010655699999997381
489,0.007167400000000157
490,0.01061509999999899
491,0.006077300000001173
492,0.02412689999999884
493,0.012250300000001602
494,0.009903200000000112
495,0.010048499999999905
496,0.006773600000002489
497,0.009483499999998202
498,0.0068227000000007365
499,0.009251900000002422
500,0.005704100000002654
501,0.006501100000001259
502,0.006396499999997474
503,0.009415099999998233
504,0.010164700000000693
505,0.007975099999999458
506,0.008020300000001868
507,0.007808199999999488
508,0.006863300000002681
509,0.005649500000000529
510,0.009772200000000453
511,0.005502299999999849
512,0.00805079999999947
513,0.007563999999998572
514,0.007715299999997427
515,0.008369800000000538
516,0.014020200000000926
517,0.004645099999997626
518,0.007725799999999339
519,0.0073806999999987966
520,0.011463700000000188
521,0.0055797999999995795
522,0.008276999999999646
523,0.006333299999997877
524,0.009432900000000188
525,0.006844600000000867
526,0.011272800000000416
527,0.007501800000000003
528,0.010770199999999619
529,0.0057395999999982905
530,0.009144999999996628
531,0.006274399999998792
532,0.008331600000001771
533,0.019990400000001074
534,0.005360400000000709
535,0.008295099999998001
536,0.00757730000000123
537,0.007241799999999188
538,0.0077278999999990106
539,0.010377299999998257
540,0.005847899999999129
541,0.005626200000001802
542,0.010410600000000159
543,0.00940750000000179
544,0.007781999999998845
545,0.010453699999999344
546,0.007360200000000816
547,0.009106699999996692
548,0.006622899999999987
549,0.009159000000000361
550,0.007891399999998328
551,0.0071992999999999086
552,0.006622500000002418
553,0.0062043000000002735
554,0.007776699999997305
555,0.005567199999997996
556,0.008850100000000083
557,0.00674370000000124
558,0.00823220000000191
559,0.006187300000000562
560,0.01093050000000062
561,0.007849600000000123
562,0.008729500000001167
563,0.007804000000000144
564,0.008271100000001752
565,0.008727300000000326
566,0.00864440000000144
567,0.010016000000000247
568,0.021641599999998817
569,0.004342799999999869
570,0.012979900000001265
571,0.005331499999996936
572,0.008181199999999222
573,0.010964099999998922
574,0.009292999999999552
575,0.012189700000000414
576,0.011994599999997746
577,0.00898690000000002
578,0.008274300000000068
579,0.009023299999999068
580,0.006075100000000333
581,0.00740599999999958
582,0.008482600000000673
583,0.009144700000000228
584,0.00740679999999827
585,0.009005499999997113
586,0.016909300000001792
587,0.006631300000002227
588,0.008485300000000251
589,0.005163299999999538
590,0.005345800000000622
591,0.008187100000000669
592,0.007904299999999864
593,0.009723399999998605
594,0.00727470000000352
595,0.009835700000000003
596,0.007652200000002551
597,0.00916649999999919
598,0.008271100000001752
599,0.0092768999999997
600,0.006472499999997439
601,0.010246899999998504
602,0.006103800000001769
603,0.008156599999999514
604,0.0068659999999987065
605,0.008523700000001355
606,0.006848200000000304
607,0.008133100000002003
608,0.0067659999999989395
609,0.0064704999999989354
610,0.006732599999999422
611,0.010432500000000289
612,0.006656700000000626
613,0.007132999999999612
614,0.007250500000001381
615,0.00488550000000032
616,0.009465999999999752
617,0.00889049999999969
618,0.009831000000001922
619,0.006223099999999704
620,0.008847400000000505
621,0.007562899999999928
622,0.008413199999999676
623,0.008117099999999766
624,0.009945899999998176
625,0.010961600000001681
626,0.007649400000001805
627,0.01236420000000038
628,0.006828200000001061
629,0.011733800000001793
630,0.005846300000001747
631,0.008293000000001882
632,0.005240199999999362
633,0.003950599999999582
634,0.009527900000001921
635,0.006882300000000896
636,0.008563099999999935
637,0.013018200000001201
638,0.0066592999999990354
639,0.005578799999998552
640,0.010460099999999528
641,0.005593900000000929
642,0.008853299999998399
643,0.006286299999999301
644,0.009010299999999916
645,0.008411500000001126
646,0.009741099999999392
647,0.008529400000000464
648,0.009115899999997623
649,0.007270099999999502
650,0.010431000000000523
651,0.006199900000002145
652,0.008618200000000797
653,0.006740199999999419
654,0.00882400000000061
655,0.007560099999999181
656,0.008351999999998583
657,0.004578000000002191
658,0.007996800000000803
659,0.007676599999999922
660,0.00953750000000042
661,0.006646299999999883
662,0.007514000000000465
663,0.008294599999999264
664,0.009262299999999613
665,0.006793399999999394
666,0.010748500000001826
667,0.006686999999999443
668,0.008643700000000365
669,0.0051386999999998295
670,0.00827120000000292
671,0.0074691999999991765
672,0.006769500000000761
673,0.009364999999998957
674,0.009198800000000062
675,0.006428499999998394
676,0.005315599999999421
677,0.008296100000002582
678,0.0065974999999980355
679,0.008432600000002566
680,0.006996399999998459
681,0.009738199999997477
682,0.006312600000001112
683,0.0083915999999995
684,0.007818799999999015
685,0.007025200000001064
686,0.00831619999999944
687,0.007767199999999974
688,0.020405700000001303
689,0.007481399999999638
690,0.007689200000001506
691,0.0062989999999985
692,0.005518399999999701
693,0.007587600000000805
694,0.007518699999998546
695,0.00766750000000016
696,0.006125100000001993
697,0.00950249999999997
698,0.006593600000002198
699,0.006882300000000896
700,0.008448299999997744
701,0.007061799999998897
702,0.008429099999997192
703,0.005444300000000624
704,0.009106199999997955
705,0.0053072000000007336
706,0.007853799999999467
707,0.008036600000000504
708,0.010660800000000137
709,0.008858299999999986
710,0.008089300000001742
711,0.006341400000000164
712,0.007972299999998711
713,0.005878600000002621
714,0.005566700000002811
715,0.009558800000000645
716,0.007093000000001126
717,0.010112400000000576
718,0.005686099999998362
719,0.007876299999999503
720,0.0058469000000016536
721,0.007757200000000353
722,0.006810899999997844
723,0.009877300000002975
724,0.006224499999998301
725,0.006559200000001653
726,0.0077427999999990504
727,0.007032899999998676
728,0.007884199999999453
729,0.005821300000000917
730,0.007648899999999514
731,0.005190599999998824
732,0.004720100000000116
733,0.012499599999998168
734,0.006159799999998938
735,0.011037500000000477
736,0.006919400000001019
737,0.009942999999999813
738,0.007593800000002204
739,0.008502299999999963
740,0.007536299999998164
741,0.0072172999999970955
742,0.004939399999997818
743,0.009191899999997588
744,0.008872300000000166
745,0.009740300000000701
746,0.005321999999999605
747,0.007663700000001938
748,0.006465699999999686
749,0.007649499999999421
750,0.006899900000000514
751,0.010379100000001529
752,0.005955100000001323
753,0.011851899999999915
754,0.006191300000001121
755,0.00474140000000034
756,0.007118600000001862
757,0.006544100000002828
758,0.007916000000001588
759,0.006339500000002829
760,0.010932600000000292
761,0.006956599999998758
762,0.009947300000000325
763,0.006683100000000053
764,0.012187799999999527
765,0.010389999999997457
766,0.010446300000001685
767,0.01204789999999889
768,0.006363699999997863
769,0.007781899999997677
770,0.006122799999999984
771,0.005823299999999421
772,0.007928099999997329
773,0.013219499999998163
774,0.004717299999999369
775,0.0066994000000022425
776,0.006277399999998323
777,0.005564100000000849
778,0.007409100000000279
779,0.006837699999998392
780,0.007321700000002096
781,0.008521800000000468
782,0.005108399999997459
783,0.010464200000001256
784,0.012069099999997945
785,0.00648920000000075
786,0.007113700000001444
787,0.009718800000001693
788,0.009239499999999623
789,0.0058595999999973
790,0.0045287000000016064
791,0.010366599999997561
792,0.0065339999999984855
793,0.010270699999999522
794,0.00766360000000077
795,0.007594599999997342
796,0.005546100000000109
797,0.008254799999999562
798,0.0056355000000003486
799,0.008661400000001152
800,0.0067973999999999535
801,0.004885099999999198
802,0.009066200000003022
803,0.0077822999999987985
804,0.008370500000001613
805,0.004673499999999109
806,0.010254299999999716
807,0.006407500000001676
808,0.008108100000001173
809,0.009753200000002238
810,0.011008200000002688
811,0.005302400000001484
812,0.008149599999999424
813,0.006020499999998208
814,0.006650200000002826
815,0.008062199999997688
816,0.004239399999999449
817,0.008207099999999912
818,0.006914500000000601
819,0.0084313999999992
820,0.009525399999997575
821,0.011437700000001882
822,0.006538899999998904
823,0.007953100000001712
824,0.005571599999999677
825,0.006091699999998923
826,0.005988699999999625
827,0.005442299999998568
828,0.00799679999999725
829,0.00695920000000072
830,0.009252399999997607
831,0.0047347999999978185
832,0.005124699999999649
833,0.009648399999999668
834,0.006836199999998627
835,0.009212000000001552
836,0.006651900000001376
837,0.007306400000000934
838,0.006239499999999509
839,0.005619599999999281
840,0.009537399999999252
841,0.004743300000001227
842,0.008377199999998197
843,0.008457400000001059
844,0.0073699999999981
845,0.008134400000002984
846,0.009142200000002987
847,0.0069632000000012795
848,0.009895100000001378
849,0.005692700000000883
850,0.006097300000000416
851,0.011523900000000253
852,0.010569900000000132
853,0.006872299999997722
854,0.010360299999998546
855,0.007184100000003468
856,0.007243800000001244
857,0.007056500000000909
858,0.008705299999999028
859,0.005618699999999421
860,0.004770099999998223
861,0.008134600000001768
862,0.01202289999999806
863,0.013415800000000644
864,0.00808449999999894
865,0.005570999999999771
866,0.00904170000000093
867,0.006132600000000821
868,0.010872800000001348
869,0.007590300000000383
870,0.006816900000000459
871,0.005347100000001603
872,0.005553400000000153
873,0.009681300000000448
874,0.0044024000000000285
875,0.008828000000001168
876,0.00882310000000075
877,0.00865569999999849
878,0.005409000000000219
879,0.00920070000000095
880,0.007664500000000629
881,0.009983299999998252
882,0.0067339000000004035
883,0.011893900000000457
884,0.013056900000002258
885,0.005224200000000678
886,0.005362000000001643
887,0.011239199999998561
888,0.006093500000002194
889,0.008873200000000026
890,0.006555099999999925
891,0.010562999999997658
892,0.01134349999999884
893,0.0070571000000008155
894,0.010990400000000733
895,0.005995299999998593
896,0.0048320000000003915
897,0.007995000000001085
898,0.004901700000001341
899,0.008643499999998028
900,0.004661099999999863
901,0.005965700000000851
902,0.00785330000000073
903,0.006057599999998331
904,0.008017799999997521
905,0.006358099999999922
906,0.00587160000000253
907,0.009149100000001908
908,0.005279000000001588
909,0.007743399999998957
910,0.005063400000000939
911,0.00534799999999791
912,0.010215899999998612
913,0.006704299999999108
914,0.008535999999999433
915,0.006812799999998731
916,0.007403000000000048
917,0.004868200000000655
918,0.00601440000000153
919,0.009363100000001623
920,0.010408300000001702
921,0.007831100000000646
922,0.006481499999999585
923,0.010866799999998733
924,0.008026000000000977
925,0.0053467999999980975
926,0.007456499999999977
927,0.007764599999998012
928,0.009107200000002535
929,0.0053149999999995146
930,0.006817399999999196
931,0.008782499999998805
932,0.005325400000000258
933,0.011094200000002274
934,0.006144000000002592
935,0.007305399999999906
936,0.005702599999999336
937,0.007718700000001633
938,0.006819700000001205
939,0.005243099999997725
940,0.007596899999999351
941,0.01105360000000033
942,0.007848700000000264
943,0.006122600000001199
944,0.008507900000001456
945,0.00790439999999748
946,0.010196499999999276
947,0.006808299999999434
948,0.010141000000000844
949,0.006723999999998398
950,0.009433100000002526
951,0.0042416999999979055
952,0.010237200000002389
953,0.007521499999999293
954,0.008177899999999738
955,0.005773299999997761
956,0.00551229999999947
957,0.006857699999997635
958,0.006410699999999991
959,0.009604500000001792
960,0.007009400000001165
961,0.01040800000000175
962,0.00702219999999798
963,0.010539200000000193
964,0.007018200000000974
965,0.01050740000000161
966,0.010946700000001641
967,0.011354400000001874
968,0.011379100000002751
969,0.010953499999999394
970,0.009367499999999751
971,0.008147900000000874
972,0.007577600000001183
973,0.005536899999999179
974,0.009393599999999225
975,0.00717949999999945
976,0.008554600000000079
977,0.012086400000001163
978,0.006948999999998762
979,0.00943889999999925
980,0.007321799999999712
981,0.008614399999999023
982,0.00568230000000014
983,0.006225499999999329
984,0.00922509999999832
985,0.005065300000001827
986,0.008503299999997438
987,0.007802699999999163
988,0.01211330000000288
989,0.005756999999999124
990,0.008141699999999474
991,0.00810780000000122
992,0.010113600000000389
993,0.006969800000000248
994,0.01053190000000015
995,0.008020500000000652
996,0.0074941000000023905
997,0.009854799999999386
998,0.007273899999997724
999,0.01184509999999861
